smiles,drug,END,EAR,REP,HEP,BLO,REN,EYE,IMM,INF,GAS,NER,SKI,MET,MUS,RES,VAS,CAR,PSY
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,cyclopenthiazide,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1,tezacitabine,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0
NCCCC[C@@H](N)C(=O)O,d-lysine,,,,0.0,,,,0.0,,,,0.0,,0.0,,,0.0,
NCCCC[C@H](N)C(=O)O,lysine,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,rebamipide,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,sitafloxacin,,,,,,,,,,,,1.0,,,,,,
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,sarafloxacin,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,
NS(=O)(=O)c1cccc2c(O)cccc12,5-hydroxynaphthalene-1-sulfonamide,,,,0.0,,,,,,,,0.0,,,,0.0,,0.0
O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](O)C1)Nc1ccc(-n2ccccc2=O)cc1F,5-chloro-thiophene-2-carboxylic acid ((3s;4s)-1-{[2-fluoro-4-(2-oxo-2h-pyridin-1-yl)-phenylcarbamoyl]-methyl}-4-hydroxy-pyrrolidin-3-yl)-amide,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,SIDER113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,sulfaethidole,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1,5-methyl-n-[4-(trifluoromethyl)phenyl][1;2;4]triazolo[1;5-a]pyrimidin-7-amine,,0.0,,,,,,,,,,,,,,,0.0,
O=P(O)(O)OCCCc1c[nH]c2ccc(F)cc12,5-fluoroindole propanol phosphate,,,,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,
CN1C(=O)[C@@H](NC(=O)c2cc3cccc4c3n2CCC4)N=C(c2ccccc2)c2ccccc21,tarazepide,,,0.0,,,,0.0,,,,,,0.0,,,,,
Oc1nc(=S)[nH]cc1I,iothiouracil sodium,1.0,,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,
C1=Cc2ccccc2NN=C1,1;2-benzodiazepine,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,,
CCN(C)C(C)C=C(c1cccs1)c1cccs1,ethylmethylthiambutene,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0
CCNC(=O)CC[C@H](N)C(=O)O,theanine,,0.0,,0.0,,0.0,,,0.0,,,,,,0.0,,,
CCc1oc2cc(S(=O)(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,3-(3;5-dibromo-4-hydroxy-benzoyl)-2-ethyl-benzofuran-6-sulfonic acid [4-(thiazol-2-ylsulfamoyl)-phenyl]-amide,,,,,,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,
NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,n-(6-aminohexyl)-5-chloro-1-naphthalenesulfonamide,,,,,,,,0.0,,,,,,,,,,0.0
C=CC(=O)O,acrylic acid,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,
O=C(O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(C(=O)O)cc1,cinaciguat,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,,,,,
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,phenylbutazone,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(Nc1nccs1)C(=O)NC1CCCC1,n1-cyclopentyl-n2-(thiazol-2-yl)oxalamide,,,0.0,,,,,,0.0,0.0,,0.0,0.0,,,0.0,,
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,SIDER126,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,oxacillin sodium,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,cephalosporin c,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,0.0
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,SIDER379,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,stepronin,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,,
CC(=O)C[C@@H](c1ccc([N+](=O)[O-])cc1)c1c(O)oc2ccccc2c1=O,SIDER1403,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,9-hydroxy-8-methoxy-6-nitro-phenanthrol[3;4-d][1;3]dioxole-5-carboxylic acid,,,,0.0,,,,,0.0,,,,0.0,0.0,0.0,,0.0,
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,cefotetan disodium,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,cefditoren,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0
CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,cefminox,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,0.0
CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,vosaroxin,,,,,0.0,,,0.0,0.0,,,0.0,,,,0.0,0.0,
O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,omapatrilat,,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,
CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OC/C2=C/C=C/CC(O)/C(C)=C/C(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)/C(C)=C/C(C)=C/CC(C(C)O)OC2=O)C(OC)C1O,SIDER185,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
CC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccc(-c3cnc(C)nc3)cc12,danicopan,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0
N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,vildagliptin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,cephapirin sodium,,,,,1.0,,,1.0,1.0,,,1.0,,0.0,,1.0,,
O=C(O)CCNC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,sp-876,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,0.0
Cc1c(O)c(=O)ccn1C,SIDER477,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,epicillin,,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,,0.0
NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,SIDER364,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
CC(N)(Cc1ccc(O)cc1)C(=O)O,SIDER512,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,clofibrate,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,obeticholic acid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C[C@H](CC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,norursodeoxycholic acid,,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,,0.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,hyodeoxycholic acid,,0.0,,0.0,,,,,0.0,,,0.0,,0.0,,0.0,,
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,SIDER640,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,k-00546,,0.0,,0.0,0.0,,,,,,,,,,,,,
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,didanosine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,SIDER1071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,lymecycline,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,SIDER197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(O)[C@]1(O)C/C(=N\O)[C@@H](O)[C@H](O)C1,3-hydroxyimino quinic acid,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,,
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,SIDER1068,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,flubendazole,,,,,0.0,,,,,1.0,1.0,0.0,,,,,,
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1,prulifloxacin,,,0.0,0.0,,,,,0.0,1.0,,,0.0,,0.0,,,0.0
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,dantron,,,,0.0,,,0.0,,,1.0,0.0,0.0,,,,,,
CC(=O)OCC1OC([SH2+])C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,SIDER196,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,pyromellitic acid,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,
CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(CCO)NC(=O)C(CCN)NC=O)CCNC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,polymyxin b sulfate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)C=CC(=O)O,ferrous fumarate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2ccc1cc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,SIDER445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,ceftizoxime sodium,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,mebendazole,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
COC[C@H](C)Oc1cc(Oc2cnc(C(=O)N3CCC3)cn2)cc(C(=O)Nc2cnc(C)cn2)c1,azd-1656,,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,
Cc1ccc(C(=O)NC2CC2)cc1Nc1cc(=O)n(C)c2c1cnn2-c1ccc(F)cc1F,n-cyclopropyl-3-{[1-(2;4-difluorophenyl)-7-methyl-6-oxo-6;7-dihydro-1h-pyrazolo[3;4-b]pyridin-4-yl]amino}-4-methylbenzamide,,,,,0.0,,,0.0,,,,,,,0.0,,0.0,
Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,basimglurant,,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0
COc1nc2ccc(Br)cc2cc1[C@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,SIDER204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,lenvatinib mesylate,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O=C(O)CCO,hydracrylic acid,0.0,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,0.0,
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1,defactinib,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,0.0
CCOc1ccc(-c2c(C#N)c(N)nc3sc(C(N)=O)c(N)c23)cc1,3;6-diamino-5-cyano-4-(4-ethoxyphenyl)thieno[2;3-b]pyridine-2-carboxamide,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0
CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,andarine,,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,
Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1,n-cyclopropyl-2';6-dimethyl-4'-(5-methyl-1;3;4-oxadiazol-2-yl)biphenyl-3-carboxamide,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,tamatinib,,,,0.0,,,,,,,,,0.0,,,,0.0,
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(-c4csc(-c5ccccc5)n4)cc32)c1C,amcasertib,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(-c3ccccc3C)nncc2c1,n-cyclopropyl-4-methyl-3-[1-(2-methylphenyl)phthalazin-6-yl]benzamide,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,,,,
COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,eluxadoline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,gsk-256066,,0.0,,0.0,,,,,,,,,,0.0,,,,
[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H],deutivacaftor,,,0.0,,,,,,,,,,,,,,,0.0
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccc(O)c(O)c3)[nH]c(=O)c12,6-(3;4-dihydroxybenzyl)-3-ethyl-1-(2;4;6-trichlorophenyl)-1h-pyrazolo[3;4-d]pyrimidin-4(5h)-one,,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,,
O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,2-(4-fluorophenyl)-n-{[3-fluoro-4-(1h-pyrrolo[2;3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,
N=C(N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1,rpr131247,,0.0,0.0,,,0.0,,,,,,,,,,0.0,0.0,0.0
COc1cn(-c2ccc(-n3cccn3)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O,balipodect,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,,,0.0
Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc(C#N)c4)cc3)c2)o1,n-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1;3;4-oxadiazol-2-yl)-4-biphenylcarboxamide,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,
O=C(O)C[C@@H](Cc1ccccc1)C(=O)O,l-benzylsuccinic acid,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0
CS(=O)(=O)OCCCCOS(C)(=O)=O,SIDER358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,sc-236,,,,0.0,,0.0,,,0.0,0.0,,,,,,0.0,,0.0
CNCCCN1c2ccccc2CCc2ccccc21,SIDER480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,inavolisib,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,pazufloxacin,0.0,,0.0,0.0,,,0.0,,,0.0,,1.0,0.0,,,,,
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,zolazepam,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,0.0,,
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,SIDER767,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
C#CC(C)(O)CC,meparfynol,,,,0.0,,,1.0,,,,1.0,,1.0,,,0.0,,1.0
CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,azd-1981,,,,0.0,,0.0,,0.0,0.0,,,0.0,,,,0.0,0.0,
O=C(O)c1ccc(-c2ccc3cc(O)ccc3n2)c(Cl)c1,cavosonstat,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
CC(=O)Oc1cccc(O)c1,resorcinol monoacetate,,,,,,,,,,,,0.0,,,,0.0,,0.0
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,ibudilast,,,0.0,,,,,,,,,0.0,,,,,,0.0
CN(C)CCON=C1c2ccccc2CCc2ccccc21,noxiptiline,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0
C[C@@H]1CC[C@H]2[C@@H](C)C(O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,artenimol,,0.0,,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,0.0
C[C@@H]1[C@H](O)O[C@@H]2O[C@@]3(C)CC[C@@H]4[C@@H](C)CC[C@H]1[C@@]24OO3,dihydroartemisinin,,,,,,,,,,1.0,1.0,,,,,,1.0,
CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,uridine triacetate,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,proglumetacin,,,0.0,,0.0,,,0.0,0.0,1.0,1.0,0.0,,,,,,
NC(=O)c1ccc(I)c([N+](=O)[O-])c1,iniparib,,,0.0,,,0.0,,,,0.0,,0.0,,,0.0,0.0,,
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,nicaraven,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,
CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,oxazolam,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,,0.0,,
BrC(Br)Br,bromoform,,0.0,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0
CCCSc1cc(OC)c(CCN)cc1OC,2;5-dimethoxy-4-(n)-propylthiophenethylamine,,0.0,,,,,,,,0.0,,,0.0,0.0,,,,
CC1NCCOC1c1ccccc1,phenmetrazine hydrochloride,,0.0,0.0,,,0.0,,,,1.0,1.0,,,,1.0,0.0,1.0,1.0
COc1ccc2nc3cc(Cl)ccc3c(NC(C)CCCN(CCCl)CCCl)c2c1,quinacrine mustard,,,,0.0,,,0.0,,,,,0.0,,,,,,
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,gentamicin sulfate,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CC(CN1c2ccccc2Sc2cccnc21)N(C)C,isothipendyl,,0.0,,,0.0,,,,,,1.0,,0.0,,,,,0.0
NOCC(=O)O,aminooxyacetic acid,,,,,,,,,0.0,,,,,,,0.0,0.0,
N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,hexamidine,,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,,
Nc1c2c(nc3c1CCC3)CCCC2,ipidacrine,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,gentamicin c1a,,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,amikacin sulfate,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,framycetin,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,osilodrostat phosphate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
